,i_1C (A),rp_neg (m),Eeq_side (V),kappa_film (S/m),epsl_neg,Dl_elect (m^2/s),Ds_neg (m^2/s),i0ref_neg (A/m^2),E_min (V),i0_SEI (A/m^2),csmax_neg(mol/m^3),cl_0(mol/m^3),t_plus,i0ref_metal (A/m^2),sigma_neg,SEI_thickness(m),Capacity loss (%)
0,1.3,5.5e-06,0.4,0.00024,0.3,3.75e-10,3.6e-14,0.96,0.05,4.5e-07,31500.0,1150.0,0.363,100.0,100.0,1.82958e-09,0.997685737
1,1.150931527,1.72401e-06,0.213378755,9.69357e-06,0.384088269,2.94334e-10,1.22e-14,1.402536787,0.050092087,1.11581e-06,30341.52499,1126.315194,0.276824976,75.6156352,94.1440627,7.60301e-11,0.571199716
2,5.680945868,3.34442e-06,0.156063878,0.000153762,0.251281623,1.78776e-10,9.65e-14,0.831491062,0.086178082,8.88501e-08,31285.16387,1117.806224,0.417999925,99.97589105,84.24514884,1.36251e-13,1.150914452
3,3.966808657,4.70165e-06,0.299076937,0.000189545,0.399981674,4.25927e-10,9.19e-14,2.441464222,0.053703291,4.81967e-07,32430.04237,1128.706612,0.273685531,53.9990299,99.43128072,5.99314e-11,0.654219707
4,3.262415946,7.74973e-06,0.276094951,0.000205113,0.382783006,6.77414e-10,5.04e-14,0.603949657,0.016453598,5.78668e-07,30107.01493,1127.068386,0.400822381,90.54123187,52.09151169,8.88355e-11,1.378472447
5,4.850006083,1.46956e-06,0.193955176,7.02723e-05,0.293433858,4.36879e-10,2.19e-14,1.065461786,0.014371435,3.42574e-07,32316.05391,1023.337041,0.302119164,51.39188719,79.49339228,5.07898e-12,0.513897129
6,1.174644674,1.01025e-05,0.369541223,0.000161191,0.37944696,5.52788e-10,3.08e-14,3.019511485,0.02471551,8.1821e-07,30128.1365,1062.89503,0.378801347,84.8682558,57.54085833,1.60652e-09,1.321209161
7,3.327400156,3.2938e-06,0.150958816,0.000175068,0.329627254,1.80058e-10,6.94e-14,2.992953569,0.033155006,1.21827e-06,31242.01922,1179.627472,0.416846943,92.68106798,50.23840438,9.19327e-12,0.532791747
8,3.401545079,7.4189e-06,0.274615145,1.24531e-05,0.262827372,3.09008e-10,2e-14,2.111866378,0.04996504,3.54268e-07,32395.55056,1069.827028,0.260239674,79.64103729,61.26887412,4.21355e-11,1.736551887
9,3.572230804,7.711e-06,0.253331903,0.000199307,0.333107267,7.29396e-10,6.54e-14,2.479456757,0.011014763,1.40131e-06,30020.66236,1059.454654,0.297154925,78.53820706,55.74457095,9.25978e-11,1.046523873
10,0.860421127,2.18353e-06,0.098284344,0.000106232,0.390282683,4.10962e-10,1.3e-14,3.153195804,0.04733735,6.0135e-07,30662.65073,1023.963006,0.327053373,90.16672461,61.18436122,4.72651e-12,0.52739096
11,2.874430202,8.38603e-06,0.192363014,0.000181347,0.368176817,4.34338e-10,3.2e-14,2.574898503,0.04793858,5.37935e-07,32327.98744,1060.937256,0.367166509,54.86026903,50.6978059,1.07346e-11,1.530433325
12,3.092500522,8.69308e-06,0.053477928,0.00023481,0.353368525,2.79756e-10,2.92e-14,2.833327461,0.089236739,8.33248e-07,32650.91243,1038.028986,0.358290879,86.63084333,78.23728629,2.03986e-13,3.395851764
13,1.857770466,7.84255e-06,0.200465299,0.000111337,0.382737566,6.06432e-10,7.34e-14,0.559022919,0.018960128,6.68331e-07,31471.80186,1075.071258,0.398673049,88.44380895,80.37287748,3.18193e-11,0.776844003
14,5.332793799,8.54481e-06,0.032230201,7.52849e-05,0.393972172,6.14399e-10,5.89e-14,2.450870893,0.018590392,1.41771e-06,32669.29469,1101.094126,0.339961323,84.17035277,70.03861037,5.84142e-13,1.649685541
15,6.340198905,7.89062e-06,0.203007733,6.07494e-05,0.237369026,2.24484e-10,1.39e-14,1.890260477,0.080955234,1.43986e-07,29091.14827,1107.132374,0.304375456,68.67094273,81.87309668,5.76802e-13,8.809931652
16,4.174164663,2.61474e-06,0.158254515,0.000196539,0.233174427,6.2582e-10,4.56e-14,2.892793651,0.05389531,1.00952e-06,30127.06668,1064.127869,0.289241846,97.40667154,61.72720314,7.82296e-12,0.609673319
17,4.403576291,4.6395e-06,0.007386746,0.000194635,0.297858442,4.42204e-10,8.75e-14,0.548051116,0.01526292,7.25188e-07,32116.81498,1150.529687,0.400402448,92.38844256,74.52692525,3.05566e-13,0.678319231
18,3.067994614,5.56312e-06,0.327308813,0.000175032,0.261402243,1.77699e-10,4.36e-14,1.825180043,0.045046483,2.9899e-07,31573.75168,1057.317338,0.406875473,68.0147128,84.31537882,1.19798e-10,0.785141425
19,4.957164206,7.37457e-06,0.177188359,0.000205921,0.355748568,4.45825e-10,3.43e-14,0.625868341,0.016965484,5.04884e-07,29737.26062,1144.942088,0.402404942,53.90157445,72.88469905,7.12612e-12,2.110419466
20,3.189367952,9.71237e-06,0.208660873,0.00011923,0.245910514,6.83572e-10,3.76e-14,2.881847811,0.024501569,6.4412e-07,29727.66739,1183.045628,0.412434306,92.87375739,78.84836243,2.04656e-11,1.599786631
21,5.496201155,8.06718e-06,0.270843031,0.000174186,0.398002673,6.09923e-10,6.44e-14,2.084464322,0.072533826,1.41189e-06,32039.73751,1194.551922,0.359969167,68.59528736,67.24622219,2.31989e-11,2.826039173
22,2.039952047,6.37472e-06,0.091919976,0.000230404,0.380976842,1.94231e-10,4.64e-14,2.934971686,0.078101114,2.626e-07,29004.00075,1127.473918,0.286999297,57.5317783,94.45171849,2.42851e-13,1.411388053
23,4.774670071,3.55967e-06,0.148543848,0.000140241,0.362706972,2.1453e-10,1.87e-14,1.45064428,0.035446476,4.38731e-07,31949.72429,1061.905198,0.35459,96.69941725,72.55580196,2.23382e-12,1.040295873
24,4.225022689,1.37958e-06,0.2332486,0.000149286,0.394357707,7.1621e-10,1.55e-14,2.914851171,0.022886028,4.56857e-07,29736.21783,1046.213344,0.334076291,90.01868865,76.52471931,1.23568e-11,0.599938531
25,0.398602191,5.63639e-06,0.258355111,8.9571e-05,0.298836189,2.98232e-10,8.7e-14,3.119300222,0.084962154,6.31183e-07,32631.82588,1192.507071,0.370174627,92.89955893,67.1831189,1.07966e-10,0.814898163
26,5.460291223,4.25007e-06,0.299308918,0.000177775,0.317817705,6.89288e-10,6.92e-14,0.449383696,0.071039264,5.43856e-07,29936.7583,1070.047026,0.359751325,59.78689823,90.4830178,2.28852e-11,1.548677255
27,0.834445141,6.65048e-06,0.325016654,6.56134e-05,0.263727602,6.32362e-10,4.85e-14,3.017801962,0.005553079,1.16101e-06,30897.23478,1108.350278,0.287890407,60.91007351,53.94995189,1.62586e-09,0.813688087
28,1.32464732,9.95735e-06,0.029898586,0.000206184,0.238742086,2.29727e-10,3.56e-14,0.88444371,0.04684183,1.32896e-06,32614.82623,1177.520735,0.2997599,76.95889952,78.65666465,2.41517e-12,0.931032851
29,2.060388974,1.06767e-05,0.107584439,0.000171338,0.34707907,6.28759e-10,4.66e-14,2.523025144,0.018218133,4.81827e-07,30908.97505,1004.344411,0.306702337,97.80361954,85.39342831,2.4648e-12,1.265490344
30,2.48622674,7.52257e-06,0.31844561,7.00031e-05,0.34833755,2.57221e-10,5.6e-14,0.515054066,0.0183708,6.24069e-07,29808.45043,1159.665228,0.328171487,91.74172227,74.71710915,3.01531e-10,1.045558049
31,6.295016129,8.48082e-06,0.092249847,0.000171518,0.358403944,5.7112e-10,3.92e-14,2.45602699,0.069869328,4.6818e-07,30495.00932,1179.011159,0.294370338,59.60992344,84.17070224,1.67777e-13,4.545413552
32,2.683636169,3.31954e-06,0.390562607,9.74646e-05,0.239689427,6.49614e-10,6.1e-14,1.421573503,0.011609698,9.75703e-07,30241.74503,1056.458237,0.411699262,55.50654,79.52188464,1.75821e-09,1.151375024
33,6.244481948,4.96022e-06,0.270155884,0.000212475,0.244995959,7.24865e-10,4.32e-14,0.49198675,0.087062817,1.10107e-06,32036.202,1199.857589,0.275271243,53.87988173,54.05205654,6.86637e-12,3.867356058
34,5.755225035,1.09988e-05,0.197051669,0.000190253,0.370808468,5.27708e-10,8.03e-14,1.220574217,0.053859059,7.71644e-07,29143.95826,1026.193543,0.274949774,52.3094973,82.4347341,3.89851e-12,3.84551568
35,2.796655025,7.47342e-06,0.331171499,0.000233848,0.390057974,3.99126e-10,7.45e-14,0.841999673,0.075061122,1.15144e-06,30700.67085,1026.565786,0.256320673,77.42149224,61.4166642,1.3555e-10,1.754577291
36,2.456218491,1.07817e-05,0.367129897,6.47844e-05,0.23740246,5.43642e-10,2.07e-14,2.142977917,0.095113574,1.35864e-06,30257.87125,1190.476538,0.340505854,86.63291399,68.3914607,3.89284e-10,4.67343113
37,0.641792377,3.74135e-06,0.365811139,0.000221153,0.310115334,4.32916e-10,4.48e-14,2.099847678,0.022890536,6.18662e-07,29146.90773,1179.589565,0.36515024,88.27830669,68.2478481,2.09233e-09,1.192658658
38,2.025246478,4.00319e-06,0.220789151,1.02225e-05,0.348033463,2.7165e-10,9.74e-14,0.960076123,0.094448601,6.94687e-07,32905.15428,1185.48644,0.306510127,53.71784272,77.7209996,8.68343e-12,0.992272004
39,5.231023908,9.8489e-06,0.344316973,0.000196499,0.292720934,1.75906e-10,2.17e-14,1.34814048,0.070535267,8.95699e-07,29560.22499,1041.044487,0.361670765,92.76213966,77.84849886,9.82934e-11,7.858613062
40,3.22843768,5.30654e-06,0.323724012,7.16023e-06,0.310250282,3.30331e-10,9.87e-14,1.91122811,0.082861437,1.04996e-06,29264.70904,1193.134508,0.350451643,77.83597857,94.76753844,8.8612e-11,1.234150869
41,6.347318524,5.84594e-06,0.065653068,0.00014501,0.335053189,5.51738e-10,5.89e-14,2.371394132,0.049967842,1.16469e-06,29508.29931,1027.099633,0.295253534,76.73676299,76.03891838,7.41101e-13,1.192530345
42,0.578161921,1.07644e-05,0.194347322,4.33541e-05,0.317220133,4.93151e-10,3.15e-14,3.01143097,0.057185172,1.4211e-06,29314.86647,1190.529001,0.34933508,92.76452325,76.80460661,1.39322e-10,0.83386822
43,5.90653141,6.56691e-06,0.322632592,0.000186719,0.398167585,6.83434e-10,3.58e-14,1.165634259,0.038133354,2.16871e-07,32046.02423,1097.141422,0.367052646,74.20391032,96.85350928,4.08488e-11,1.932417446
44,1.041520356,3.21906e-06,0.03020808,0.000177431,0.266103785,6.30414e-10,9.05e-14,0.697939965,0.020248308,1.15556e-06,32259.18031,1108.062917,0.276866537,98.58876368,73.41282842,2.52545e-12,0.427522422
45,1.928162662,8.92368e-06,0.279915538,0.000222957,0.267083623,5.37564e-10,4.93e-14,1.40749891,0.012461079,8.75731e-07,32422.80459,1077.800744,0.297618507,94.31446211,84.88584851,2.28223e-10,0.880854445
46,2.518979284,6.38915e-06,0.373520445,0.000192006,0.267625302,4.51305e-10,8.07e-14,2.548324719,0.027841098,8.38943e-07,31498.73916,1004.007316,0.396234747,52.6150685,84.93817534,1.10457e-09,0.816010382
47,2.624551934,2.76359e-06,0.18666303,8.89067e-05,0.292890306,6.98602e-10,8.35e-14,1.331466631,0.011067346,3.40417e-07,31712.21191,1005.357067,0.356411944,66.06268697,88.96215354,8.01335e-12,0.468399169
48,3.538677678,5.91161e-06,0.237238981,0.000105175,0.314521165,7.49647e-10,5.98e-14,3.437508004,0.018045211,1.45699e-06,32202.60296,1130.932931,0.420670968,81.40385639,88.48697177,7.0981e-11,0.73728182
49,6.292638798,7.35655e-06,0.195625002,0.000212401,0.388581864,4.92446e-10,7.03e-14,2.28840132,0.074164226,2.99332e-07,31222.24309,1047.301701,0.400297148,80.53544224,98.41118945,8.62157e-13,2.656613076
50,1.852533851,8.77358e-06,0.285496927,0.00019516,0.381968552,5.50718e-10,9.06e-14,3.074725866,0.040972157,1.24598e-06,32588.31275,1003.801713,0.427146105,73.69457044,99.17052148,2.65339e-10,0.727335876
51,0.678732242,2.99685e-06,0.157499399,0.000200435,0.31355595,4.18582e-10,3.94e-14,2.864859409,0.045446764,1.17869e-06,29101.34478,1114.798123,0.295458676,99.88515456,67.13986552,4.38481e-11,0.532373251
52,3.327562043,1.76448e-06,0.140562925,2.91992e-05,0.292177766,5.87784e-10,8.09e-14,2.72815107,0.078436536,9.39597e-07,32162.25837,1080.480365,0.324275577,85.4984475,68.75621338,1.86702e-12,0.778969988
53,0.721473703,3.43052e-06,0.206585761,5.31075e-05,0.298045255,2.16858e-10,1.66e-14,1.204702882,0.05412807,1.10668e-06,30595.89505,1084.819603,0.402112403,98.24697523,57.59951521,1.23676e-10,0.565333155
54,2.874517236,4.37226e-06,0.018092401,0.000227798,0.247686956,1.78202e-10,8.46e-14,1.17458399,0.03495927,8.00361e-07,31114.88457,1001.104059,0.417719356,90.63994665,91.88742504,5.12194e-13,0.551470581
55,0.507045942,1.75483e-06,0.038440057,7.85677e-05,0.300379155,4.96359e-10,1.31e-14,2.813652371,0.051554407,1.40591e-06,32027.3185,1178.388762,0.38581059,58.75015832,97.79002752,6.28487e-12,0.441306578
56,1.106732621,1.42215e-06,0.129144342,0.000175304,0.376198983,7.03015e-10,3.58e-14,0.640851028,0.044564737,1.45399e-06,32800.2763,1146.265875,0.29654778,67.29221182,78.89425436,1.8225e-11,0.430100367
57,2.323411814,8.14986e-06,0.385386651,8.29996e-05,0.377274438,1.76342e-10,1.25e-14,3.074517727,0.04381225,9.04093e-07,31372.67709,1074.305852,0.277823439,82.76529335,91.81894323,1.2953e-09,2.797988716
58,1.92558472,1.73117e-06,0.382816125,4.11893e-06,0.343937374,3.28763e-10,2.15e-14,2.344916192,0.047858459,1.47801e-06,32345.1917,1132.600705,0.343277595,55.53588217,84.08927998,2.49457e-09,2.119965342
59,1.076042216,2.4792e-06,0.025740093,0.000132735,0.350306947,7.31061e-10,5.15e-14,3.509572557,0.092234979,1.34808e-06,32225.57565,1121.818172,0.282233915,88.37975812,52.70521211,4.86937e-13,0.909253242
60,5.277998238,1.07301e-05,0.226296844,0.000234978,0.311316351,3.84583e-10,1.53e-14,1.292372091,0.07634856,3.8314e-07,30781.50534,1089.957101,0.316610419,52.59742135,79.06061924,3.25487e-12,14.07471535
61,1.483253728,1.60242e-06,0.105658317,0.000117591,0.268925958,4.7811e-10,7.51e-14,0.92534105,0.057086636,1.41715e-06,32192.96504,1150.979449,0.32403793,58.35068531,50.68346336,9.51287e-12,0.481684628
62,3.028778878,2.50911e-06,0.031048847,0.000184116,0.399769712,4.63059e-10,9.38e-14,1.322545424,0.057151648,9.875e-07,31012.01856,1168.84883,0.379678325,90.64224631,82.73601846,5.229e-13,0.511792745
63,4.900155917,8.53434e-06,0.297469893,0.000171056,0.272481547,3.4955e-10,3.8e-14,1.335085418,0.093491148,1.07797e-06,29001.69597,1086.814793,0.379721907,70.49223824,52.14054284,3.63614e-11,3.95071036
64,4.450719548,2.29156e-06,0.230972902,0.000119877,0.364001537,3.03057e-10,2.76e-14,3.432851539,0.092801927,7.97898e-07,32636.00589,1144.796214,0.321213735,94.94413952,65.12447361,5.22682e-12,1.132554934
65,5.560485283,2.15455e-06,0.090941831,7.83305e-05,0.387110863,6.66851e-10,9.97e-14,0.596184908,0.009466434,1.23858e-06,30850.50683,1064.018666,0.386070986,89.05609792,93.01023269,1.80372e-12,0.56419296
66,2.716835723,8.76845e-06,0.194294362,0.000237258,0.289319513,4.82962e-10,7.17e-14,2.464064733,0.027165316,4.4638e-07,30586.47936,1132.563556,0.284607862,70.81061556,87.90439014,1.18614e-11,0.896156393
67,3.864734559,3.1336e-06,0.175012439,1.66534e-05,0.298646113,5.21105e-10,7.75e-14,1.825343799,0.011640859,1.00944e-06,32913.68095,1111.623969,0.304857487,59.53835894,95.64836408,1.25925e-11,0.497410653
68,5.604103424,6.63219e-06,0.209959592,0.000192983,0.378068701,6.58018e-10,1.81e-14,3.534740664,0.027872809,5.80474e-07,32511.25702,1084.283604,0.268258624,92.58845896,94.59544432,9.1173e-12,2.818221196
69,6.024794035,8.65242e-06,0.343663364,7.16627e-05,0.381338815,2.81809e-10,8.15e-14,2.383230095,0.061143523,1.06306e-06,29201.47271,1155.932917,0.403104651,68.38230014,52.28519812,1.53562e-10,2.155629533
70,4.233387587,5.91462e-06,0.33739249,3.84265e-05,0.263705325,4.84154e-10,7.55e-14,2.614921428,0.051807537,1.03221e-06,31949.12495,1079.571498,0.278460365,86.03822868,83.79821985,3.59675e-10,0.811303773
71,4.187933544,1.8756e-06,0.092286707,9.82857e-05,0.294931101,2.92848e-10,3.37e-14,2.984227236,0.083836634,5.55014e-07,29017.64069,1126.777699,0.400051672,95.85254431,96.692939,2.56818e-13,1.036589142
72,5.247910775,1.86247e-06,0.314023261,0.000235441,0.385455234,2.44388e-10,5.15e-14,1.713487855,0.046622263,3.4341e-07,32440.42386,1107.468127,0.258618457,86.09170465,52.05901207,4.62135e-11,0.538684145
73,5.164304702,1.4233e-06,0.20039109,8.08873e-05,0.388666323,3.60558e-10,7.87e-14,2.059314602,0.049787025,3.56927e-07,32605.21644,1116.229084,0.328756848,56.38912226,52.38320374,4.1629e-12,0.465030757
74,4.179708804,9.28534e-06,0.325006599,0.000107,0.344389577,1.55792e-10,2.86e-14,3.523738256,0.066195,1.0848e-06,30977.0697,1099.903917,0.290810222,70.02464139,87.4135849,1.97315e-10,3.006150329
75,4.288756797,7.73698e-06,0.262598594,0.000198242,0.2326476,4.33413e-10,1.24e-14,1.207258056,0.025215452,1.36035e-06,31048.85185,1177.302522,0.298040832,67.57193907,57.93642626,1.27452e-10,3.295598537
76,4.755974912,6.26981e-06,0.392126619,0.000197506,0.35095148,3.08829e-10,1.47e-14,2.924132183,0.087894221,3.16315e-07,29337.79561,1107.686557,0.33373607,60.31166535,81.94744882,6.71659e-11,5.129825318
77,1.332180577,4.77628e-06,0.157809059,0.000145777,0.35638728,3.98534e-10,2.28e-14,3.01135545,0.069969621,9.50641e-07,31063.5938,1053.653179,0.314616318,66.01600094,67.05731241,1.64403e-11,0.713883238
78,2.534085062,9.35457e-06,0.177019368,0.000230392,0.354383839,2.48665e-10,3.15e-14,0.469615371,0.050601943,1.0109e-06,29848.64014,1004.219735,0.407080441,96.13675212,96.27913505,1.26285e-11,2.565598605
79,6.279540477,8.39792e-06,0.04189768,0.000220806,0.343294297,7.14648e-10,9.77e-14,1.131644265,0.05940995,2.09057e-07,32464.5063,1024.4327,0.401874497,50.22017246,94.91016176,3.40476e-14,2.326448577
80,0.99622686,3.85949e-06,0.207357006,0.000103635,0.324477289,4.4158e-10,1.53e-14,2.372543755,0.00604484,1.18393e-06,31641.85407,1080.606525,0.331444429,57.72488422,82.87047568,1.05298e-10,0.590157478
81,2.822437161,3.25503e-06,0.060402465,6.04236e-05,0.326010294,3.00658e-10,9.8e-14,3.444178657,0.061135185,1.44887e-06,31025.49045,1101.984543,0.423281991,71.86859346,63.50659273,1.70727e-12,0.508874475
82,5.48554279,6.65469e-06,0.260155254,0.0001531,0.337285029,2.917e-10,4.69e-14,1.788827611,0.009421144,5.62769e-07,32475.443,1059.409408,0.317085317,66.33496955,55.10113202,3.29584e-11,1.284622388
83,4.284566316,5.36394e-06,0.148383986,6.4031e-05,0.341216944,3.32907e-10,1.85e-14,1.580933878,0.005939325,4.77179e-07,29425.35221,1094.887859,0.417535426,56.90068394,98.50210073,2.82748e-12,1.650059721
84,3.680094093,3.57807e-06,0.139002269,0.000234872,0.278568985,5.78701e-10,2.1e-14,2.40019224,0.075918681,8.64012e-07,31373.67818,1055.733644,0.399057747,61.48496679,66.97146497,1.66819e-12,1.290838116
85,2.652765848,8.36592e-06,0.240111257,0.000143282,0.331029761,6.14437e-10,1.48e-14,1.236622451,0.041615876,6.17358e-07,32771.37012,1160.950838,0.395999053,95.31930322,52.54567888,4.41047e-11,2.462110685
86,2.379302083,2.38031e-06,0.16134319,0.000230568,0.306962032,5.9461e-10,4.45e-14,1.291504421,0.046555087,1.61123e-07,30446.72134,1030.735416,0.409110188,78.38375412,60.59130655,2.14772e-12,0.512022204
87,4.355816927,6.79788e-06,0.225206316,0.000100158,0.274759962,7.3875e-10,2.63e-14,3.373508095,0.096881971,6.75034e-07,29641.815,1172.348896,0.340570471,71.96189537,83.75707359,4.72237e-12,3.144718664
88,4.996871095,6.62166e-06,0.058507008,7.07626e-05,0.347822603,1.76169e-10,1.24e-14,0.936258219,0.07923492,3.06386e-07,30246.03166,1038.517538,0.303260971,60.92852449,50.57555236,6.65207e-14,7.076650965
89,2.117171592,7.5424e-06,0.351108943,5.11419e-06,0.306991978,3.80078e-10,5.63e-14,1.181223272,0.097489789,1.06862e-06,30295.36422,1036.293757,0.362877249,91.90304011,68.53416371,2.19055e-10,1.689802568
90,5.173455013,8.10043e-06,0.358018883,0.000208734,0.263593507,2.97431e-10,7.81e-14,0.403012416,0.073102761,8.66114e-07,31879.16929,1178.874035,0.257420628,85.09123901,57.43576226,5.04347e-11,4.783262082
91,5.205336338,2.2725e-06,0.319641973,8.9416e-05,0.361255219,3.80284e-10,7.63e-14,1.126053424,0.036282153,4.41503e-07,30816.97426,1127.360966,0.292551651,52.55476152,80.49616995,7.66814e-11,0.591434632
92,3.411818621,7.93844e-06,0.182352839,0.000107388,0.383311132,5.80476e-10,2.14e-14,2.8766521,0.039318206,5.39009e-07,30293.18578,1044.254199,0.290868386,72.3267085,66.79951119,7.15362e-12,2.294408975
93,2.404712843,2.35007e-06,0.145137476,0.00012275,0.359191802,5.56313e-10,1.98e-14,2.651572054,0.058630747,4.04321e-07,29025.2332,1019.141106,0.366593336,70.10902463,72.82084764,3.02081e-12,0.638992746
94,3.018969134,3.15827e-06,0.393851181,0.000218975,0.371338864,3.77841e-10,4.95e-14,0.498565658,0.022653812,1.47865e-06,32528.00361,1027.489612,0.275248672,82.51073799,84.31969753,2.46841e-09,1.464919073
95,6.049896154,9.7272e-06,0.227374804,0.000118012,0.332962438,6.36324e-10,4.59e-14,1.640372772,0.032105364,6.33081e-07,31833.26624,1155.250781,0.373141573,99.61846652,98.64718098,1.81888e-11,2.638922229
96,3.408402943,1.24904e-06,0.151535007,0.000110251,0.290701064,3.02835e-10,1.86e-14,2.09336213,0.005688136,1.36419e-06,30184.50209,1033.008413,0.309900328,90.30963885,68.07394505,1.02922e-11,0.51767326
97,2.882695208,2.1149e-06,0.044856336,0.000189384,0.352728091,4.85999e-10,4.15e-14,3.048536738,0.088436409,5.18032e-07,31787.35584,1078.521362,0.293839033,62.93569048,53.5562356,1.0916e-13,0.906734339
98,2.336150466,7.93063e-06,0.121253896,0.00018991,0.355740654,3.79803e-10,2.13e-14,0.48817328,0.048942533,1.32763e-06,31000.92107,1065.250677,0.360191221,74.79603805,68.05662997,8.16668e-12,1.931000294
99,3.263422299,1.08917e-05,0.236975765,0.00015814,0.244215598,6.01772e-10,6.01e-14,1.032648149,0.036684516,1.37013e-06,32098.69239,1123.605594,0.365873688,63.92566211,73.43791196,9.83004e-11,1.407807399
100,5.541791614,6.25963e-06,0.343460427,2.87823e-05,0.301040845,3.08512e-10,5.54e-14,1.625573725,0.040620914,1.36621e-07,31115.2425,1122.930862,0.346601123,93.20316333,78.8921856,4.47741e-11,1.12226202
101,4.297128846,8.61713e-06,0.376556892,0.000217727,0.257909673,5.08495e-10,5.85e-14,2.122817754,0.084661519,1.07916e-06,32710.44852,1045.350111,0.429930266,57.00155279,92.91805983,2.34398e-10,2.367388766
102,5.010093532,7.5767e-06,0.196646176,0.000110826,0.283108709,5.44081e-10,9.25e-14,0.9502864,0.057121769,1.10904e-06,32834.88755,1176.185796,0.39163558,79.77868989,95.40409232,1.23102e-11,1.309414432
103,0.222633723,1.08708e-05,0.372854149,6.67897e-05,0.386575467,6.32755e-10,3.87e-14,1.781900811,0.056940282,1.79544e-07,29768.67302,1041.206537,0.288315496,85.67057896,77.5831794,1.79179e-09,0.785001735
104,1.094725077,7.79e-06,0.207876949,0.000237016,0.240900447,2.4079e-10,1.52e-14,1.585634751,0.056652649,7.35383e-07,30549.7176,1161.448903,0.251000805,50.47401346,85.51834273,6.22549e-11,1.087665778
105,3.790528338,1.08344e-05,0.391967903,0.000109651,0.297565911,6.69038e-10,8.94e-14,0.863829668,0.006488537,1.31401e-06,30663.32088,1191.381573,0.320470612,83.59962561,96.30703019,2.53667e-09,1.566806338
106,4.223062012,1.0778e-05,0.16638773,2.37457e-05,0.263740021,5.41791e-10,8.65e-14,2.211807142,0.092600331,9.99665e-07,31975.80065,1065.682439,0.410999554,88.23666511,96.08580552,2.40263e-12,2.540230719
107,5.270790191,1.99718e-06,0.366240837,3.70902e-05,0.248893909,5.26639e-10,8.05e-14,0.904563936,0.062416363,1.12e-06,32056.76666,1024.967288,0.363822147,74.64262871,86.58431888,5.52226e-10,0.914251857
108,5.47743529,9.04382e-06,0.219880795,2.35135e-05,0.359700984,1.86171e-10,9.33e-14,2.736550873,0.087028522,1.19164e-06,32165.08248,1032.910854,0.311567898,58.49202638,97.13491393,5.91928e-12,2.523315748
109,3.043397566,5.15828e-06,0.342453198,0.000112851,0.366270482,4.62947e-10,6.71e-14,2.489378725,0.089758544,1.00383e-06,30034.03373,1011.286273,0.303923285,54.09258503,88.76816873,1.08746e-10,1.363633213
110,4.469786698,9.32551e-06,0.340191586,0.000228997,0.251952172,2.25414e-10,7.91e-14,2.5979245,0.063016454,1.00007e-07,30290.86693,1178.358438,0.302844234,81.78150936,78.72878461,3.03352e-11,1.332114396
111,3.222106641,1.03727e-05,0.396112775,0.00022601,0.364441624,4.55002e-10,5.45e-14,1.995918395,0.008338831,1.09554e-06,29610.10979,1069.947639,0.402533348,97.59526051,53.83245382,1.67603e-09,1.826573387
112,1.643254757,8.23116e-06,0.366141248,0.000163574,0.324012564,1.77756e-10,1.43e-14,2.669379767,0.067948888,1.41998e-06,31457.26016,1110.74915,0.344857642,85.66603166,96.83779038,1.81846e-09,2.036801974
113,2.950744836,2.30875e-06,0.339558652,0.000213971,0.322734868,5.36474e-10,8.94e-14,0.707095447,0.089226759,8.04185e-07,29132.1153,1142.53144,0.316171096,68.85718907,81.89276855,9.60412e-11,1.110443253
114,5.313866192,2.01541e-06,0.171068865,7.5149e-05,0.2468667,6.14721e-10,9.89e-14,1.672187031,0.090340933,7.24707e-07,32171.3413,1000.599519,0.28795939,60.04446263,85.51733326,1.43243e-12,0.944322615
115,2.885627433,1.6341e-06,0.027463373,5.7413e-05,0.373186376,2.85202e-10,1.03e-14,3.269489913,0.067697432,1.32567e-06,32547.04229,1026.200528,0.400799971,74.96013228,78.69310113,6.56026e-13,0.579246554
116,0.759622431,6.81562e-06,0.388152049,4.0655e-05,0.3655607,4.72008e-10,7.09e-14,2.348521244,0.012953976,1.38411e-06,30665.48219,1089.51902,0.347169691,59.02088987,99.54594704,6.59285e-09,1.622270563
117,3.651813531,5.97824e-06,0.353790406,0.000170479,0.281412537,2.25354e-10,3.21e-14,1.199085395,0.026002646,7.19753e-07,31409.20302,1066.402235,0.332459626,68.48038572,99.14340376,4.7316e-10,1.1533742
118,5.952737526,6.49527e-06,0.244352587,0.000176567,0.335738326,2.21134e-10,3.41e-14,1.390620347,0.073015695,1.15327e-06,32135.27414,1040.142576,0.398903417,63.93146266,60.51066498,1.14154e-11,3.162237636
119,1.755666792,1.04078e-06,0.018806248,0.000239169,0.370843442,1.96307e-10,9.29e-14,2.851774755,0.038321722,1.42781e-06,29434.64247,1161.213497,0.337580794,62.47254606,89.47689634,9.82416e-13,0.491601486
120,0.814108912,2.49223e-06,0.319567034,0.000143166,0.382784418,6.87961e-10,7.46e-14,1.273182082,0.072203157,4.9385e-07,30025.99267,1063.766535,0.396182195,88.92800398,53.72917908,3.97816e-10,0.701518061
121,4.134117331,4.93124e-06,0.048236315,3.54824e-05,0.272681157,1.8487e-10,2.3e-14,1.895568431,0.00150674,6.55233e-07,29618.51216,1116.932705,0.367142862,54.96528525,97.24873327,5.11646e-13,1.137126513
